Name,Category,Website,Address,Suburb,Postcode,Telephone Phone,Latitude,Longitude
PCYC Redlands,Health and Fitness,http://www.pcyc.org.au,cnr Mt Cotton/Degen Rds,CAPALABA,4157,(07) 3245 4639,-27.549075,153.193544
PCYC Rockhampton,Health and Fitness,http://www.pcyc.org.au,Bridge Street,NORTH ROCKHAMPTON,4701,(07) 4927 7899,-23.370606,150.515556
PCYC Sandgate,Health and Fitness,http://www.pcyc.org.au,106 Kempster Road,SANDGATE,4017,(07) 3269 5358,-27.314604,153.049683
PCYC South Burnett,Health and Fitness,http://www.pcyc.org.au,40 Macalister Street,MURGON,4605,(07) 4168 1889,-26.247505,151.940791
PCYC Sunshine Coast,Health and Fitness,http://www.pcyc.org.au,Youth Avenue,NAMBOUR,4560,(07) 5441 2915,-26.634566,152.952442
PCYC Toowoomba,Health and Fitness,http://www.pcyc.org.au,219A James Street,TOOWOOMBA,4350,(07) 4632 8316,-27.567856,151.942297
PCYC Townsville,Health and Fitness,http://www.pcyc.org.au,Lot 2 Wellington Street,AITKENVALE,4814,(07) 4781 9100,-19.290918,146.772647
PCYC Upper Ross,Health and Fitness,http://www.pcyc.org.au,43 Allambie Lane,RASMUSSEN,4817,(07) 4789 2145,-19.364183,146.726996
PCYC Whitsundays,Health and Fitness,http://www.pcyc.org.au,Lot 105 Shute Harbour Road,AIRLIE BEACH,4802,(07) 4948 1144,-20.271599,148.709617
PCYC Yarrabah,Health and Fitness,http://www.pcyc.org.au,Back Beach Road,YARRABAH,4871,(07) 4056 9112,-16.928591,145.873098
PCYC Zillmere,Health and Fitness,http://www.pcyc.org.au,Cnr Zillmere/Church Roads,ZILLMERE,4034,(07) 3633 0244,-27.360374,153.044471
Peddells Thursday Island Tours,Transport,http://www.peddellsferry.com.au,15A Engineers Jetty The Esplanade,THURSDAY ISLAND,4875,(07) 4069 1365,-10.596519,142.243508
Physical Attraction,Health and Fitness,http://www.physicalattraction.com.au,7 Woolcock St,GARBUTT,4814,(07) 4728 4488,-19.267974,146.751251
Pine Rivers Annual Show,Festivals and Shows,http://www.pineriversshow.org.au,757 Gympie Rd,LAWNTON,4501,(07) 3205 2597,-27.28544,152.985603
Pine Rivers Australia's Biggest Morning Tea,Festivals and Shows,http://www.pineriversshow.org.au,757 Gympie Rd,LAWNTON,4501,(07) 3205 2597,-27.28544,152.985603
Pine Rivers Caravan Clubs,Festivals and Shows,http://www.pineriversshow.org.au,757 Gympie Rd,LAWNTON,4501,(07) 3205 2597,-27.28544,152.985603
Pine Rivers Craft Club,Festivals and Shows,http://www.pineriversshow.org.au,757 Gympie Rd,LAWNTON,4501,(07) 3205 2597,-27.28544,152.985603
Pine Rivers Dog Show,Festivals and Shows,http://www.pineriversshow.org.au,757 Gympie Rd,LAWNTON,4501,(07) 3205 2597,-27.28544,152.985603
Pine Rivers Poultry Show,Festivals and Shows,http://www.pineriversshow.org.au,757 Gympie Rd,LAWNTON,4501,(07) 3205 2597,-27.28544,152.985603
Pioneer Swim Centre,Health and Fitness,http://www.mackay.qld.gov.au,Malcomson St,NORTH MACKAY,4740,(07) 4957 5767,-21.121914,149.167034
Pistol Shooting Queensland Ltd,Sport and Recreation,http://www.qapsa.org,"Belmont Shooting Complex, 1485 Old Cleveland Rd",BELMONT,4153,(07) 3395 1322,-27.493744,153.125899
Pittsworth Civic Pool,Health and Fitness,(blank),42-48 Yandilla St,PITTSWORTH,4356,(07) 4693 1380,-27.716,151.635961
Polleys Coaches,Transport,http://www.polleys.com.au,Pinewood Avenue,GYMPIE,4570,(07) 5482 9455,-26.17685,152.644027
Proston Annual Agricultural Show,Festivals and Shows,(blank),Proston Boondooma Rd,PROSTON,4613,(07) 4168 9416,-26.180948,151.554271
Putt Putt Golf,Sport and Recreation,http://www.puttputtgolf.com.au,2492 Gold Coast Hwy,MERMAID BEACH,4218,(07) 5575 3381,-28.043461,153.433869
Qsport - Award Presentation,Sport and Recreation,http://www.qsport.org.au,Cnr Merivale/Glenelg Sts,SOUTH BRISBANE,4101,(07) 3369 8955,-27.478469,153.018857
QSport - Functions,Sport and Recreation,http://www.qsport.org.au,"BCEC, Cnr Merivale/Glenelg Sts",SOUTH BRISBANE,4101,(07) 3369 8955,-27.478469,153.018857
Queensland Art Gallery,Theatre and Arts,http://www.qag.qld.gov.au,Stanley Pl,SOUTH BRISBANE,4101,(07) 3840 7303,-27.471733,153.017068
Queensland Ballet (Statewide),Theatre and Arts,http://www.queenslandballet.com.au,Cnr Drake St/Montague Rd,WEST END,4101,(07) 3013 6666,-27.486591,153.001188
Queensland Cricket,Sport and Recreation,http://www.qldcricket.com.au,1 Greg Chappell St,ALBION,4010,(07) 3292 3100,-27.435741,153.043924
Queensland Firebirds (Home Games),Sport and Recreation,http://www.firebirds.net.au,Brisbane Convention Centre Cnr Merivale/Glenelg Sts,SOUTH BRISBANE,4101,13 28 49,-27.478469,153.018857
Queensland Museum South Bank ,Tourist Attraction,http://www.southbank.qm.qld.gov.au,Cnr Grey/Melbourne Sts,SOUTH BRISBANE,4101,(07) 3840 7555,-27.473978,153.018398
Queensland Performing Arts Centre,Theatre and Arts,http://www.qpac.com.au,Cnr Grey/Melbourne Sts,SOUTH BRISBANE,4101,(07) 3840 7444,-27.473978,153.018398
Queensland Shakespeare Ensemble,Theatre and Arts,http://info@qldshakespeare.org,"Geoffrey Rush Drama Studio, Union Rd, University of Queensland",ST LUCIA,4067,0411 172 390,-27.498997,153.004429
Queensland Theatre Company Bille Brown Studio,Theatre and Arts,http://www.qldtheatre.com.au,78 Montague Rd,SOUTH BRISBANE,4101,13 62 46,-27.472021,153.014171
Queensland Theatre Company Cremone Theatre QPAC,Theatre and Arts,http://www.qldtheatreco.com.au,Crn Grey/Melbourne Sts,SOUTH BRISBANE,4101,13 62 46,-27.482397,153.013313
Queensland Theatre Company Playhouse QPAC,Theatre and Arts,http://www.qldtheatreco.com.au,Crn Grey/Melbourne Sts,SOUTH BRISBANE,4101,13 62 46,-27.482397,153.013313
Queensland Youth Orchestras,Theatre and Arts,http://www.qyo.org.au,"Old Museum, Cnr Gregory Tce/Bowen Bridge Rd",BOWEN HILLS,4006,(07) 3257 1191,-27.449212,153.033462
QUT Gardens Theatre,Theatre and Arts,http://www.gardenstheatre.qut.edu.au,2 George St,BRISBANE,4000,(07) 3138 4455,-27.477292,153.02902
Rainforestation Nature Park,Tourist Attraction,http://www.rainforest.com.au,Kennedy Highway,KURANDA,4881,(07) 4041 5008,-16.847066,145.599978
Reading Cinema,Cinema,http://www.readingcinemas.com.au,1 Johanna Boulevard,BUNDABERG,4670,(07) 4152 1233,-24.888575,152.321671
Reading Cinema,Cinema,http://www.readingcinemas.com.au,Cannon Park Hervey Range Road,THURINGOWA,4817,(07) 4723 6666,-19.319993,146.721705
Reading Cinema,Cinema,http://www.readingcinemas.com.au,Redbank Plaza Shp Cnt,REDBANK,4301,(07) 3818 8044,-27.64555,152.87077
Reading Cinema Harbour Town,Cinema,http://www.readingcinemas.com.au,Cnr Gold Coast Highway/Oxley Drive,BIGGERA WATERS,4216,(07) 5500 9700,-27.903897,153.396461
Reading Cinemas Newmarket,Cinema,http://www.readingcinemas.com.au,400 Newmarket Rd,NEWMARKET,4051,(07) 3147 8222,-27.437171,153.008062
Redcliffe Cultural Centre,Theatre and Arts,http://www.moretonbay.qld.gov.au,Downs St,REDCLIFFE,4020,(07) 3283 0332,-27.226072,153.110668
Redfest,Festivals and Shows,http://www.redfest.com.au,Cleveland Showground,CLEVELAND,4163,(07) 3286 4858,-27.529837,153.27161
Redland City Council,Council,http://www.redland.qld.gov.au,2-16 Middle Street,CLEVELAND,4163,(07) 3829 8131,-27.525145,153.263552
Redland Performing Arts Centre,Theatre and Arts,http://www.rpac.com.au,2-16 Middle St,CLEVELAND,4163,(07) 3829 8131,-27.525145,153.263552
Redlands Indoor Sports,Health and Fitness,http://www.brisbaneymca.org,128 Link Rd,VICTORIA POINT,4165,(07) 3820 5300,-27.586125,153.293083
Reef HQ Aquarium,Tourist Attraction,http://www.reefhq.com.au,2 - 68 Flinders St,TOWNSVILLE,4810,(07) 4750 0855,-19.25769,146.823494
Ripley's Believe it or Not! Odditorium,Tourist Attraction,http://www.surfersparadise.ripleys.com,"Soul, Cavill Mall",SURFERS PARADISE,4217,(07) 5592 0040,-28.010935,153.398876
Riverlife Adventure Centre - Bike Hire,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverlife Adventure Centre - Group Abseiling,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverlife Adventure Centre - Group Kayaking,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverlife Adventure Centre - Group Rock Climbing,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverlife Adventure Centre - Kayak Hire,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverlife Adventure Centre - Skate Hire,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverlife Mirrabooka,Sport and Recreation,http://www.riverlife.com.au,"Naval Stores, off Lower River Tce",KANGAROO POINT,4169,(07) 3891 5766,-27.47956,153.041663
Riverway Arts Centre,Theatre and Arts,http://www.townsville.qld.gov.au,20 Village Blvd,THURINGOWA CENTRAL,4817,(07) 4773 8889,-19.319349,146.729127
Roar Against Racism Match,Sport and Recreation,http://www.brisbaneroar.com.au,"Ballymore, Eastern Grandstand",HERSTON,4006,(07) 3123 7108,-27.449212,153.033462
Rockhampton Art Gallery,Tourist Attraction,http://www.rockhamptonartgallery.com.au/,62 victoria Pde,ROCKHAMPTON,4700,(07) 4936 8248,-23.372714,150.509
Rockhampton Heritage Village,Tourist Attraction,http://www.rockhamptonregion.qld.gov.au,"296 Boundary Rd, 10klm north of Rockhampton City Centre",PARKHURST,4702,(07) 4936 8688,-23.306538,150.518248
Rockhampton Music Bowl,Theatre and Arts,http://www.rockhamptonregion.qld.gov.au,Yaamba Rd,ROCKHAMPTON,4700,(07) 4924 5600,-23.189479,150.962985
Rockhampton Regional Council,Council,http://www.rrc.qld.gov.au,232 Bolsover St,ROCKHAMPTON,4700,(07) 4939 9200,-23.38188,150.513685
Rockhampton Showgrounds,Sport and Recreation,http://www.rockhamptonshowgrounds.com.au,2 Cambridge St,ROCKHAMPTON,4700,(07) 4924 5600,-23.378041,150.502269
Rockhampton Zoo,Tourist Attraction,http://www.rockhamptonregion.qld.gov.au ,Spencer St,ROCKHAMPTON,4700,(07) 4922 1654,-23.399629,150.490933
Rockpool Water Park,Health and Fitness,http://www.rockhamptonregion.qld.gov.au,Berserker St,NORTH ROCKHAMPTON,4700,(07) 4928 2261,-23.362486,150.518712
Rondo Theatre,Theatre and Arts,http://www.therondo.com.au,46 Greenslopes St,EDGE HILL,4870,1300 855 835,-16.902743,145.734885
Royal Bulls Head Inn,Tourist Attraction,http://nationaltrust.org.au,37 Drayton St,DRAYTON,4350,(07) 4637 2278,-27.576902,151.937885
Russell Island Pool,Health and Fitness,http://www.brisbaneymca.org,Cnr High & Burrows Sts,RUSSELL ISLAND,4184,(07) 3409 1503,-27.673729,153.380089
Sailability Bayside,Sport and Recreation,http://websites.sportstg.com/assoc_page.cgi?client,Trafalgar St,MANLY,4178,0432 152 310,-27.452018,153.18751
Sailability Biloela,Sport and Recreation,(blank),Biloela,BILOELA,4715,0458 460 832,-24.24628,150.568654
Sailability Bundaberg,Sport and Recreation,http://www.sailabilitybundaberg.com/,Yacht Club,BUNDABERG,4670,(07) 4151 3260,-24.795146,152.385726
Sailability Capricornia,Sport and Recreation,http://www.sailabilitycapricornia.org,"Capricorn Cruising Yacht Club, Roslyn Bay Marina",YEPPOON,4703,0400 742 053,-23.000173,150.695668
Sailability Darling Downs,Sport and Recreation,http://www.sailabilitydd.org/,Cooby Creek Reservoir,GROOMSVILLE,4352,0419 176 441,-27.396881,151.943703
Sailability Gold Coast,Sport and Recreation,(blank),"Southport Yacht Club, 1 Marina Cres",HOLLYWELL,4216,0405 199 934,-27.903897,153.396461
Sailability Graceville,Sport and Recreation,http://www.sailabilitygraceville.wordpress.com/,Pamphlett Sea Scouts,GRACEVILLE,4075,0491 113 477,-27.56368,152.970734
Sailability Mooloolaba,Sport and Recreation,http://sailabilitysunshinecoast.org/,"Mooloolaba Yacht Club, Parkyn Pde",MOOLOOLABA,4557,0488 578 466,-26.675581,153.115143
Sailability Shorncliffe,Sport and Recreation,(blank),"Queensland Cruising Yacht Club, Sinbad St",SHORNCLIFFE,4017,(07) 3264 3851,-27.313358,153.05247
Sailability Tin Can Bay,Sport and Recreation,(blank),"Tin Can Bay Yacht Club, Norman Point",TIN CAN BAY,4580,0400 742 053,-25.903605,152.939077
Sailability Whitsunday,Sport and Recreation,http://www.sailabilitywhitsunday.org/,Whitsunday Sailing Club,AIRLIE BEACH,4802,0499 835 111,-20.204023,149.545107
Sarina Sugar Shed,Tourist Attraction,http://www.sarinasugarshed.com.au,Field of Dreams Parkland,SARINA,4737,(07) 4943 2801,-21.47605,149.0928
Sarina Swim Centre,Health and Fitness,http://www.mackay.qld.gov.au,Cnr Anzac/Bell Sts,SARINA,4737,1300 622 529,-21.420532,149.21117
Scenic Rim Regional Council,Council,http://www.scenicrim.qld.gov.au,82 Brisbane St,BEAUDESERT,4285,(07) 5463 3081,-27.987268,152.99529
Schonell Cinema (excludes private bookings),Cinema,http://www.schonell.com,"Blg 22 Level 3, Union St, University of Queensland",ST LUCIA,4072,(07) 3377 2988,-27.498997,153.004429
Schonell Live Theatre (excludes private bookings),Theatre and Arts,http://www.schonell.com,"Blg 22 Level 3, Union St, University of Queensland",ST LUCIA,4072,(07) 3377 2988,-27.498997,153.004429
Schotia Place,Sport and Recreation,http://www.rrc.qld.gov.au,201 Bolsover St,ROCKHAMPTON,4700,(07) 4936 8551,-23.381093,150.514392
Sciencentre,Tourist Attraction,http://www.southbank.qm.qld.gov.au,Cnr Grey/Melbourne Sts,SOUTH BRISBANE,4101,(07) 3840 7955,-27.473978,153.018398
SEA LIFE Sunshine Coast,Tourist Attraction,http://www.sealifesunshinecoast.com.au,The Wharf,MOOLOOLABA,4556,(07) 5458 6226,-26.695981,153.105843
Sea World,Tourist Attraction,http://www.themeparks.com.au,Sea World Dr,MAIN BEACH,4217,13 33 86,-27.968105,153.423207
Skilled Park,Sport and Recreation,http://www.skilledpark.com.au,Centreline Place,ROBINA,4226,(07) 5656 5500,-28.068668,153.378199
Skyrail Rainforest Cableway (One-way and Return),Tourist Attraction,http://www.skyrail.com.au,Cnr Captain Cook Hwy/Cairns Western Arterial Rd,"SMITHFIELD, CAIRNS",4878,(07) 4038 1555,-16.84124,145.713751
Sleeman Sports Complex,Sport and Recreation,http://www.sleemansports.org.au,Cnr Old Cleveland/Tilley Rds,CHANDLER,4155,(07) 3131 9611,-27.508452,153.149302
Snap Fitness Arana Hills,Health and Fitness,http://www.snapfitness.com.au/gyms/arana-hills/,22 Nepean Ave,ARANA HILLS,4054,0427 911 118,-27.397057,152.959675
Snap Fitness Birkdale,Health and Fitness,http://www.snapfitness.com.au,102-108 Birkdale Road,BIRKDALE,4159,0411 664 726,-27.495705,153.212104
Snap Fitness Carina,Health and Fitness,http://www.snapfitness.com.au,799 Old Cleveland Rd,CARINA,4152,(07) 3161 1066,-27.495919,153.089603
Snap Fitness Cleveland,Health and Fitness,http://www.snapfitness.com.au,16 Weippin St,CLEVELAND,4163,(07) 3286 3397,-27.542075,153.250068
Snap Fitness Holland Park,Health and Fitness,http://www.snapfitness.com.au,1230 Logan Road,HOLLAND PARK,4122,0434 770 033,-27.530039,153.072907
Snap Fitness Morningside,Health and Fitness,http://www.snapfitness.com.au,"Colmslie Plaza, 38 Junction Rd",MORNINGSIDE,4170,(07) 3395 6722,-27.457082,153.087703
Snap Fitness Strathpine,Health and Fitness,http://www.snapfitness.com.au,Westfield Shopping Centre,STRATHPINE,4500,(07) 3142 0513,-27.301823,152.932258
South Burnett Speedway Club,Sport and Recreation,http://www.southburnettspeedway.com,Youngman Street,KINGAROY,4610,0427 643 085,-26.547162,151.832735
Southern Cross Transit,Transport,http://www.southerncrosstransit.com.au,251 Mt Crosby Rd,KARALEE,4306,(07) 3812 2520,-27.573226,152.791515
Southern Districts Basketball,Sport and Recreation,http://www.spartans.basketball.net.au,Zanel St,CARINA,4152,(07) 3398 2790,-27.503021,153.099696
Spectrum Recreation and Fitness,Sport and Recreation,http://www.spectrum.org.au,10 Leanne Cres,LAWNTON,4501,(07) 3889 8888,-27.291177,152.989058
Spirit of the Outback,Transport,http://www.queenslandrail.com.au,Brisbane to Longreach,QUEENSLAND,4000,1800 872 467,-27.46598,153.02394
Splash Chermside Swimming Pool - Fitness Pool,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Splash Chermside Swimming Pool - Group bookings,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Splash Chermside Swimming Pool - Hydro Pool,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Splash Chermside Swimming Pool - Learn to Swim,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Splash Chermside Swimming Pool - Squad Swimming,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Splash Chermside Swimming Pool - Swimfit,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Splash Chermside Swimming Pool - Water Park,Health and Fitness,http://www.splash.com.au,375 Hamilton Rd,CHERMSIDE,4032,(07) 3359 6134,-27.386024,153.035213
Sportsworld Fitness,Health and Fitness,http://www.sportsworldcairns.com,268 Gatton St,WESTCOURT,4870,(07) 4051 2863,-16.927031,145.749854
Springsure Show,Festivals and Shows,(blank),"Showgrounds, Barcoo Street",SPRINGSURE,4722,(07) 4984 1767,-24.276272,147.938665
St Helena National Park,Tourist Attraction,http://www.npsr.qld.gov.au,St Helena Island,ST HELENA ISLAND,4178,(07) 3396 5113,-27.391991,153.233544
Stanthorpe Campdraft,Sport and Recreation,http://www.stanagsociety.com.au/,High Street,STANTHORPE,4380,(07) 4681 2107,-28.655447,151.934631
Stanthorpe Rodeo,Sport and Recreation,http://www.stanagsociety.com.au/,High Street,STANTHORPE,4380,(07) 4681 2107,-28.655447,151.934631
Stanthorpe Show,Festivals and Shows,http://www.stanagsociety.com.au/,High Street,STANTHORPE,4380,(07) 4681 2107,-28.655447,151.934631
Stanthorpe YMCA,Health and Fitness,(blank),Talc St,STANTHORPE,4380,(07) 4681 2411,-28.653309,151.931007
State of Origin (NRL) Conditions Apply,Sport and Recreation,http://www.qrl.com.au,"Suncorp Stadium, Castlemaine St",MILTON,4064,(07) 3367 6000,-27.463171,153.000116
Steam Train Sunday - departs Roma St Station,Tourist Attraction,http://www.theworkshops.qm.qld.gov.au,North St,IPSWICH,4305,(07) 3432 5100,-27.598646,152.757904
Stewart & Sons Coaches,Transport,(blank),66 Targo Street,BUNDABERG,4670,(07) 4153 2646,-24.869257,152.352884
Storm King Dam Camp,Health and Fitness,(blank),"Stanthorpe YMCA, Talc St",STANTHORPE,4380,(07) 4681 2411,-29.028375,151.518407
Story Bridge Adventure Climb,Sport and Recreation,http://www.sbac.net.au,170 Main St,KANGAROO POINT,4169,(07) 3514 6900,-27.467802,153.035507
Strand Fitness,Health and Fitness,http://www.strandfitness.com.au,"L 4, 31 Leichhardt St",NORTH WARD,4810,(07) 4772 0002,-19.253305,146.813427
Strand Swim School,Health and Fitness,http://www.strandswims.com.au,The Strand,NORTH WARD,4810,(07) 4772 6550,-19.252847,146.818331
Strength2Strength Health and Fitness,Health and Fitness,http://www.strength2strength.com.au,Robina Parkway Medical Centre,ROBINA,4226,(07) 5562 2855,-28.08244,153.383084
Sugarworld Waterpark,Health and Fitness,http://sugarworldwaterpark.com.au/,Hambledon Dr,EDMONTON,4869,(07) 4055 5477,-17.021848,145.723454
Suncoast Fitness Centre,Health and Fitness,http://www.suncoastfitness.com.au,102 Wises Road,MAROOCHYDORE,4557,(07) 5409 7000,-26.65392,153.078578
Sunreef Scuba Diving Services,Sport and Recreation,http://www.sunreef.com.au,110 Brisbane Rd,MOOLOOLABA,4557,(07) 5444 5656,-26.686906,153.115648
Sunshine Castle,Tourist Attraction,http://www.sunshinecastle.com,292-296 David Low Way,BLI BLI,4560,(07) 5448 4477,-26.623721,153.039665
Sunshine Coast Recreation Centre,Sport and Recreation,http://www.npsr.qld.gov.au,80 Currimundi Rd,CURRIMUNDI,4551,(07) 5420 7500,-26.772299,153.133219
Sunshine Coast Regional Council,Council,http://www.sunshinecoast.qld.gov.au,Cnr Currie and Bury Street,NAMBOUR,4560,(07) 5441 8154,-26.628785,152.955894
Sunshine Coast Sunbus,Transport,http://www.sunbus.com.au,9 Bonanza Ct,MARCOOLA,4564,(07) 5450 7888,-26.609168,153.083492
Sunshine Coast Symphony Orchestra,Theatre and Arts,http://sunshinecoastsymphonyorchestra.com/sub/,Various Venues,BUDERIM,4556,0414 478 091,-26.697915,153.052566
Sunshine Coast Turf Club,Sport and Recreation,http://www.sctc.com.au,170 Pierce Ave,CALOUNDRA,4551,(07) 5491 6788,-26.78744,153.079621
Supanova Pop Culture,Festivals and Shows,http://www.supanova.com.au,Check website for details,VARIOUS VENUES AND EVENTS,4000,(07) 3224 8747,-27.46598,153.02394
Surfside Bus Lines,Transport,http://www.surfside.com.au,U 1  43 Commerce Dr,ROBINA,4226,(07) 5574 5900,-28.064791,153.403711
Swimfit Eumundi ,Health and Fitness,http://www.swimfit.com.au/eumundi ,Memorial Dr,EUMUNDI,4562,(07) 5442 7186,-26.476505,152.951004
Swimming Queensland Swim Meets,Sport and Recreation,http://www.qld.swimming.org.au,Sports Rd,CHANDLER,4155,(07) 3390 2011,-27.512406,153.148235
Tablelands Folk Festival,Festivals and Shows,http://www.tablelandsfolkfestival.org,Yungaburra,ATHERTON,4883,0419 771 978,-17.270915,145.583274
Tamborine Mt Swimming Pool,Health and Fitness,http://www.scenicrim.qld.gov.au,Beacon Rd,TAMBORINE MT,4270,(07) 5463 3081,-27.870755,153.134684
Tanks Arts Centre,Theatre and Arts,http://www.tanksartscentre.com,46 Collins Av,EDGE HILL,4870,(07) 4032 6600,-16.898865,145.750519
Taroom Swimming Pool,Health and Fitness,http://www.banana.qld.gov.au,Yaldwin St,TAROOM,4420,(07) 4627 3344,-25.641161,149.794271
Tarragindi Fitness,Health and Fitness,http://tarragindifitness.com.au/,195 Fingal St,TARRAGINDI,4121,(07) 3848 5949,-27.527827,153.043679
Tarzali Lakes Aquaculture Centre,Tourist Attraction,http://www.tarzalilakes.com,Millaa Malanda Rd,MALANDA,4870,(07) 4097 2713,-17.389072,145.629541
Tasman Venture - Whale Watching Tours,Tourist Attraction,http://www.tasmanventure.com.au,Urangan Boat Harbour,HERVEY BAY,4655,(07) 4124 3222,-25.289281,152.865179
Tattersalls Racing Club (Racedays),Sport and Recreation,http://www.tattersallsclub.com,Eagle Farm Race Course,ASCOT,4007,(07) 3331 8888,-27.430488,153.058183
The Atherton Show,Festivals and Shows,http://www.athertonshow.com.au,"Merriland Hall Showgrounds, 10 Louise St",ATHERTON,4883,(07) 4091 4260,-17.285802,145.528169
The Australian Ballet (QPAC),Theatre and Arts,http://www.australianballet.com.au,Cnr Grey/Melbourne Sts,SOUTH BRISBANE,4101,1300 369 741,-27.473978,153.018398
The Big Rig Night Show,Festivals and Shows,http://www.maranoa.qld.gov.au/,2 Riggers Rd,ROMA,4455,(07) 4622 2325,-26.573973,148.799736
The Bundaberg & District Historical Museum,Tourist Attraction,(blank),Young St,NORTH BUNDABERG,4670,(07) 4152 0101,-24.848228,152.333838
The Centre for Arts & Culture,Theatre and Arts,http://www.scenicrim.qld.gov.au,82 Brisbane St,BEAUDESERT,4285,(07) 5463 3081,-27.987268,152.99529
The Events Centre Caloundra,Theatre and Arts,http://www.theeventscentre.com.au,20 Minchinton St,CALOUNDRA,4551,(07) 5491 4240,-26.802666,153.130768
The Gap Health and Racquet Club,Health and Fitness,http://www.healthracquet.net,200 Settlement Road,THE GAP,4061,(07) 3300 6668,-27.430835,152.942682
The Inlander,Transport,http://www.queenslandrail.com.au,Townsville to Mt Isa,QUEENSLAND,4000,1800 872 467,-27.46598,153.02394
The J,Theatre and Arts,http://www.thej.com.au,60 Noosa Dr,NOOSA HEADS,4567,(07) 5455 4455,-26.395316,153.088294
The Leap & District Community Hall,Sport and Recreation,(blank),Westlake Drive,THE LEAP,4740,(07) 4954 0866,-21.063825,149.014387
The Mount Morgan Railway Museum,Tourist Attraction,http://www.rockhamptonregion.qld.gov.au,1 Railway Pd,MOUNT MORGAN,4700,(07) 4938 2312,-23.720857,150.394721
The Oil Patch Museum,Tourist Attraction,http://www.maranoa.qld.gov.au/,2 Riggers Road,ROMA,4455,(07) 4622 2325,-26.573973,148.799736
The Pilbeam Theatre,Theatre and Arts,http://www.pilbeamtheatre.com.au,Victoria Parade,ROCKHAMPTON,4700,(07) 4927 4111,-23.370487,150.506997
The Playhouse Theatre (Bundaberg Players only),Theatre and Arts,http://www.theplayhousetheatre.org.au,2B Steffensen St,BUNDABERG,4670,(07) 4153 1904,-24.877214,152.332961
The Queensland Symphony Orchestra,Theatre and Arts,http://www.qso.com.au,"Various events, check website for details",STATEWIDE,4000,(07) 3833 5000,-27.46598,153.02394
The Rainforest Habitat Wildlife Sanctuary,Tourist Attraction,http://www.rainforesthabitat.com.au,Port Douglas Road,PORT DOUGLAS,4877,(07) 4099 3235,-16.493057,145.464495
The Rockhampton Show,Festivals and Shows,http://www.rockhamptonshow.com.au/,1 Exhibition Rd,ROCKHAMPTON,4700,(07) 4922 4900,-23.368168,150.500348
The Runaway Bay Sport & Leadership Excellence Cent,Sport and Recreation,http://www.rbssc.com.au,Cnr Sports Dr & Morala Ave,RUNAWAY BAY,4216,(07) 5500 9988,-27.910923,153.3979
The Sit Down Comedy Club,Theatre and Arts,http://www.standup.com.au,"Paddo Tavern, 186 Given Tce",PADDINGTON,4064,(07) 3369 4466,-27.463171,153.000116
The Sunlander,Transport,http://www.queenslandrail.com.au,Brisbane to Cairns,QUEENSLAND,4000,1800 872 467,-27.46598,153.02394
The Westlander,Transport,http://www.queenslandrail.com.au,Brisbane to Charleville,QUEENSLAND,4000,1800 872 467,-27.46598,153.02394
The Workshops Rail Museum,Tourist Attraction,http://www.theworkshops.qm.qld.gov.au,North St,IPSWICH,4305,(07) 3432 5100,-27.598646,152.757904
The World Theatre,Cinema,(blank),82-90 Mosman Street,CHARTERS TOWERS,4820,(07) 4787 4344,-20.084537,146.252872
The Zoo Health and Fitness,Health and Fitness,http://www.thezoohf.com.au,389 Woolcock Street,GARBUTT,4814,(07) 4725 2424,-19.267888,146.763545
Thompson Bus Service,Transport,(blank),267 Youngs Crossing Rd,JOYNER,4500,(07) 3882 1200,-27.266432,152.95301
Tilt Train,Transport,http://www.queenslandrail.com.au,Brisbane to Rockhampton & Brisbane to Cairns,QUEENSLAND,4000,1800 872 467,-27.46598,153.02394
